rank,model,date,game_id,match,home_score,away_score,pick,odds,units,bet_result,bet_payout
5,v2,2025-11-21,261582,Bulls vs Heat,107.0,143.0,Heat +2.5,-110,2,win,1.818181818181818
6,v2,2025-11-21,261581,Celtics vs Nets,105.0,113.0,Nets +14.5,-108,2,win,1.851851851851852
1,v2_perp,2025-11-21,261581,Celtics vs Nets,105.0,113.0,Celtics -15.5,-110,3,loss,-3.0
2,v2_perp,2025-11-21,261580,Raptors vs Wizards,140.0,110.0,Raptors -13.5,-115,2,win,1.7391304347826086
10,v2_perp,2025-11-21,261579,Cavaliers vs Pacers,120.0,109.0,Over 237.5,-110,1,loss,-1.0
2,v2_perp,2025-11-21,261581,Celtics vs Nets,105.0,113.0,Celtics -14.5,-112,2,loss,-2.0
3,v2_perp,2025-11-21,261580,Raptors vs Wizards,140.0,110.0,Raptors -14.5,-110,2,win,1.818181818181818
6,v2_perp,2025-11-21,261582,Bulls vs Heat,107.0,143.0,Bulls -2.5,-110,1,loss,-1.0
8,v2_perp,2025-11-21,261579,Cavaliers vs Pacers,120.0,109.0,Cavaliers -14.5,-110,1,loss,-1.0
2,gemini,2025-11-21,261579,Cavaliers vs Pacers,120.0,109.0,Cavaliers -13.5,-110,3,loss,-3.0
3,gemini,2025-11-21,261580,Raptors vs Wizards,140.0,110.0,Raptors -13.5,-115,2,win,1.7391304347826086
8,gemini,2025-11-21,261582,Bulls vs Heat,107.0,143.0,Under 248.5,-110,1,loss,-1.0
9,gemini,2025-11-21,261581,Celtics vs Nets,105.0,113.0,Celtics -15.5,-110,1,loss,-1.0
5,gemini,2025-11-21,261582,Bulls vs Heat,107.0,143.0,Under 249.5,-105,2,loss,-2.0
6,gemini,2025-11-21,261579,Cavaliers vs Pacers,120.0,109.0,Cavaliers -14.5,-106,2,loss,-2.0
4,v2,2025-11-21,261585,Rockets vs Nuggets,109.0,112.0,Rockets -2.0,-108,2,loss,-2.0
7,v2,2025-11-21,261586,Jazz vs Thunder,112.0,144.0,Jazz +16.5,-110,2,loss,-2.0
10,v2,2025-11-21,261583,Mavericks vs Pelicans,118.0,115.0,Pelicans +2.5,-105,1,loss,-1.0
11,v2,2025-11-21,261584,Suns vs Timberwolves,114.0,113.0,Over 233.5,-110,1,loss,-1.0
4,v2,2025-11-21,261585,Rockets vs Nuggets,109.0,112.0,Rockets -2.5,-110,2,loss,-2.0
8,v2,2025-11-21,261583,Mavericks vs Pelicans,118.0,115.0,Pelicans +4.5,-115,2,win,1.7391304347826086
9,v2,2025-11-21,261584,Suns vs Timberwolves,114.0,113.0,Timberwolves -4.5,-110,2,loss,-2.0
10,v2,2025-11-21,261584,Suns vs Timberwolves,114.0,113.0,Over 231.5,-110,1,loss,-1.0
4,v2_perp,2025-11-21,261583,Mavericks vs Pelicans,118.0,115.0,Mavericks -2.5,-115,2,win,1.7391304347826086
8,v2_perp,2025-11-21,261586,Jazz vs Thunder,112.0,144.0,Thunder -16.5,-110,1,win,0.9090909090909092
4,v2_perp,2025-11-21,261583,Mavericks vs Pelicans,118.0,115.0,Mavericks -4.5,-105,2,loss,-2.0
7,v2_perp,2025-11-21,261584,Suns vs Timberwolves,114.0,113.0,Timberwolves -4.5,-110,1,loss,-1.0
10,v2_perp,2025-11-21,261586,Jazz vs Thunder,112.0,144.0,Thunder -16.5,-110,1,win,0.9090909090909092
1,gemini,2025-11-21,261586,Jazz vs Thunder,112.0,144.0,Jazz +16.5,-110,3,loss,-3.0
4,gemini,2025-11-21,261584,Suns vs Timberwolves,114.0,113.0,Suns +3.5,-105,2,win,1.9047619047619049
2,gemini,2025-11-21,261584,Suns vs Timberwolves,114.0,113.0,Suns +3.5,-105,3,win,2.8571428571428568
4,gemini,2025-11-21,261585,Rockets vs Nuggets,109.0,112.0,Rockets -2.5,-110,2,loss,-2.0
7,gemini,2025-11-21,261583,Mavericks vs Pelicans,118.0,115.0,Mavericks -4.5,-105,2,loss,-2.0
2,v2,2025-11-21,261587,Warriors vs Trail Blazers,123.0,127.0,Warriors -6.5,-110,3,loss,-3.0
2,v2,2025-11-21,261587,Warriors vs Trail Blazers,123.0,127.0,Warriors -9.5,-110,3,loss,-3.0
5,v2_perp,2025-11-21,261587,Warriors vs Trail Blazers,123.0,127.0,Warriors -6.5,-110,2,loss,-2.0
5,v2_perp,2025-11-21,261587,Warriors vs Trail Blazers,123.0,127.0,Warriors -9.5,-110,1,loss,-1.0
7,gemini,2025-11-21,261587,Warriors vs Trail Blazers,123.0,127.0,Warriors -6.5,-110,1,loss,-1.0
3,gemini,2025-11-21,261587,Warriors vs Trail Blazers,123.0,127.0,Warriors -9.5,-110,2,loss,-2.0
4,v2,2025-11-22,261830,Pelicans vs Hawks,98.0,115.0,Hawks -8.5,-115,3,win,2.608695652173913
5,v2,2025-11-22,261829,Magic vs Knicks,133.0,121.0,Knicks +1.5,-110,2,loss,-2.0
2,v2_perp,2025-11-22,261830,Pelicans vs Hawks,98.0,115.0,Hawks -8.5,-115,3,win,2.608695652173913
5,v2_perp,2025-11-22,261829,Magic vs Knicks,133.0,121.0,Under 230.5,-110,2,loss,-2.0
7,v2_perp,2025-11-22,261830,Pelicans vs Hawks,98.0,115.0,Under 231.5,-112,1,win,0.8928571428571429
8,v2_perp,2025-11-22,261829,Magic vs Knicks,133.0,121.0,Knicks +1.5,-110,1,loss,-1.0
4,gemini,2025-11-22,261829,Magic vs Knicks,133.0,121.0,Magic -1.5,-110,2,win,1.818181818181818
7,gemini,2025-11-22,261830,Pelicans vs Hawks,98.0,115.0,Pelicans +8.5,-105,1,loss,-1.0
8,gemini,2025-11-22,261829,Magic vs Knicks,133.0,121.0,Under 230.5,-110,1,loss,-1.0
1,v2,2025-11-22,261831,Bulls vs Wizards,121.0,120.0,Bulls -12.5,-110,3,loss,-3.0
3,v2,2025-11-22,261832,Bucks vs Pistons,116.0,129.0,Pistons -8.5,-105,3,win,2.8571428571428568
6,v2,2025-11-22,261833,Mavericks vs Grizzlies,96.0,102.0,Grizzlies +1.5,-115,2,win,1.7391304347826086
7,v2,2025-11-22,261831,Bulls vs Wizards,121.0,120.0,Over 243.5,-115,2,loss,-2.0
9,v2,2025-11-22,261833,Mavericks vs Grizzlies,96.0,102.0,Over 229.5,-110,2,loss,-2.0
10,v2,2025-11-22,261832,Bucks vs Pistons,116.0,129.0,Under 223.0,-110,1,loss,-1.0
1,v2_perp,2025-11-22,261831,Bulls vs Wizards,121.0,120.0,Bulls -12.5,-110,3,loss,-3.0
4,v2_perp,2025-11-22,261833,Mavericks vs Grizzlies,96.0,102.0,Mavericks -1.5,-105,2,loss,-2.0
6,v2_perp,2025-11-22,261832,Bucks vs Pistons,116.0,129.0,Pistons +8.5,-105,1,win,0.9523809523809524
9,v2_perp,2025-11-22,261833,Mavericks vs Grizzlies,96.0,102.0,Under 229.5,-110,1,win,0.9090909090909092
1,gemini,2025-11-22,261832,Bucks vs Pistons,116.0,129.0,Under 223.0,-110,3,loss,-3.0
3,gemini,2025-11-22,261831,Bulls vs Wizards,121.0,120.0,Wizards +12.5,-110,2,win,1.818181818181818
6,gemini,2025-11-22,261833,Mavericks vs Grizzlies,96.0,102.0,Mavericks -115,-115,2,loss,-2.0
2,v2,2025-11-22,261834,Nuggets vs Kings,123.0,128.0,Nuggets -10.5,-110,3,loss,-3.0
8,v2,2025-11-22,261834,Nuggets vs Kings,123.0,128.0,Under 236.0,-110,2,loss,-2.0
3,v2_perp,2025-11-22,261834,Nuggets vs Kings,123.0,128.0,Nuggets -10.5,-110,2,loss,-2.0
2,gemini,2025-11-22,261834,Nuggets vs Kings,123.0,128.0,Kings +10.5,-110,3,win,2.727272727272727
9,gemini,2025-11-22,261834,Nuggets vs Kings,123.0,128.0,Under 236.0,-110,1,loss,-1.0
7,v2_perp,2025-11-22,261834,Nuggets vs Kings,123.0,128.0,Nuggets -10.5,-110,1,loss,-1.0
8,v2_perp,2025-11-22,261832,Bucks vs Pistons,116.0,129.0,Pistons -8.5,-105,1,win,0.9523809523809524
6,v2,2025-11-23,261835,76ers vs Heat,117.0,127.0,Heat +1.5,-115,2,win,1.7391304347826086
10,v2_perp,2025-11-23,261835,76ers vs Heat,117.0,127.0,76ers -1.5,-105,1,loss,-1.0
8,gemini,2025-11-23,261835,76ers vs Heat,117.0,127.0,76ers -1.5,-105,1,loss,-1.0
1,v2,2025-11-23,261836,Raptors vs Nets,119.0,109.0,Raptors -12.5,-110,3,loss,-3.0
2,v2,2025-11-23,261838,Cavaliers vs Clippers,120.0,105.0,Cavaliers -8.5,-110,3,win,2.727272727272727
3,v2,2025-11-23,261839,Hawks vs Hornets,113.0,110.0,Hawks -7.5,-110,3,loss,-3.0
4,v2,2025-11-23,261840,Thunder vs Trail Blazers,122.0,95.0,Thunder -15.5,-115,3,win,2.608695652173913
7,v2,2025-11-23,261837,Celtics vs Magic,138.0,129.0,Celtics -4.5,-110,2,win,1.818181818181818
9,v2,2025-11-23,261840,Thunder vs Trail Blazers,122.0,95.0,Under 233.5,-110,2,win,1.818181818181818
10,v2,2025-11-23,261836,Raptors vs Nets,119.0,109.0,Over 228.5,-114,1,loss,-1.0
1,v2_perp,2025-11-23,261837,Celtics vs Magic,138.0,129.0,Celtics -4.5,-110,3,win,2.727272727272727
2,v2_perp,2025-11-23,261836,Raptors vs Nets,119.0,109.0,Raptors -12.5,-110,3,loss,-3.0
3,v2_perp,2025-11-23,261840,Thunder vs Trail Blazers,122.0,95.0,Thunder -15.5,-115,2,win,1.7391304347826086
4,v2_perp,2025-11-23,261839,Hawks vs Hornets,113.0,110.0,Hawks -7.5,-110,2,loss,-2.0
9,v2_perp,2025-11-23,261838,Cavaliers vs Clippers,120.0,105.0,Cavaliers -8.5,-110,1,win,0.9090909090909092
1,gemini,2025-11-23,261839,Hawks vs Hornets,113.0,110.0,Under 231.5,-110,3,win,2.727272727272727
2,gemini,2025-11-23,261836,Raptors vs Nets,119.0,109.0,Under 228.5,-110,3,win,2.727272727272727
3,gemini,2025-11-23,261836,Raptors vs Nets,119.0,109.0,Nets +12.5,-110,3,win,2.727272727272727
5,gemini,2025-11-23,261838,Cavaliers vs Clippers,120.0,105.0,Under 229.5,-112,2,win,1.7857142857142858
6,gemini,2025-11-23,261837,Celtics vs Magic,138.0,129.0,Celtics -4.5,-110,2,win,1.818181818181818
7,gemini,2025-11-23,261840,Thunder vs Trail Blazers,122.0,95.0,Under 233.5,-110,1,win,0.9090909090909092
5,v2,2025-11-23,261842,Jazz vs Lakers,106.0,108.0,Lakers -9.5,-110,2,loss,-2.0
8,v2,2025-11-23,261841,Suns vs Spurs,111.0,102.0,Suns -2.5,-115,2,win,1.7391304347826086
5,v2_perp,2025-11-23,261841,Suns vs Spurs,111.0,102.0,Suns -2.5,-115,2,win,1.7391304347826086
6,v2_perp,2025-11-23,261842,Jazz vs Lakers,106.0,108.0,Under 244.5,-118,1,win,0.847457627118644
4,gemini,2025-11-23,261841,Suns vs Spurs,111.0,102.0,Spurs +2.5,-105,2,loss,-2.0
9,gemini,2025-11-23,261842,Jazz vs Lakers,106.0,108.0,Under 244.5,-109,1,win,0.9174311926605504
10,gemini,2025-11-23,261841,Suns vs Spurs,111.0,102.0,Under 234.5,-110,1,win,0.9090909090909092
1,v2,2025-11-24,261844,Pacers vs Pistons,117.0,122.0,Pistons -9.5,-110,3,loss,-3.0
10,v2,2025-11-24,261843,Raptors vs Cavaliers,110.0,99.0,Cavaliers +1.5,-115,1,loss,-1.0
1,v2_perp,2025-11-24,261844,Pacers vs Pistons,117.0,122.0,Pistons -9.5,-110,3,loss,-3.0
7,v2_perp,2025-11-24,261843,Raptors vs Cavaliers,110.0,99.0,Cavaliers +1.5,-115,1,loss,-1.0
2,gemini,2025-11-24,261843,Raptors vs Cavaliers,110.0,99.0,Under 232.0,-110,3,win,2.727272727272727
2,v2,2025-11-24,261845,Nets vs Knicks,100.0,113.0,Knicks -12.5,-110,3,win,2.727272727272727
3,v2,2025-11-24,261846,Heat vs Mavericks,106.0,102.0,Heat -7.5,-112,3,loss,-3.0
6,v2,2025-11-24,261849,Grizzlies vs Nuggets,115.0,125.0,Nuggets -7.5,-115,2,win,1.7391304347826086
8,v2,2025-11-24,261848,Bucks vs Trail Blazers,103.0,115.0,Bucks -1.5,-105,2,loss,-2.0
9,v2,2025-11-24,261847,Pelicans vs Bulls,143.0,130.0,Bulls -5.5,-110,2,loss,-2.0
2,v2_perp,2025-11-24,261848,Bucks vs Trail Blazers,103.0,115.0,Bucks -1.5,-105,2,loss,-2.0
3,v2_perp,2025-11-24,261846,Heat vs Mavericks,106.0,102.0,Heat -7.5,-112,2,loss,-2.0
4,v2_perp,2025-11-24,261847,Pelicans vs Bulls,143.0,130.0,Bulls -5.5,-110,2,loss,-2.0
6,v2_perp,2025-11-24,261845,Nets vs Knicks,100.0,113.0,Knicks -12.5,-110,1,win,0.9090909090909092
8,v2_perp,2025-11-24,261849,Grizzlies vs Nuggets,115.0,125.0,Nuggets -7.5,-115,1,win,0.8695652173913043
1,gemini,2025-11-24,261848,Bucks vs Trail Blazers,103.0,115.0,Under 230.5,-110,3,win,2.727272727272727
3,gemini,2025-11-24,261847,Pelicans vs Bulls,143.0,130.0,Bulls -5.5,-110,3,loss,-3.0
5,gemini,2025-11-24,261849,Grizzlies vs Nuggets,115.0,125.0,Grizzlies +7.5,-105,2,loss,-2.0
6,gemini,2025-11-24,261846,Heat vs Mavericks,106.0,102.0,Under 240.5,-109,2,win,1.834862385321101
7,gemini,2025-11-24,261846,Heat vs Mavericks,106.0,102.0,Mavericks +7.5,-108,1,win,0.925925925925926
4,v2,2025-11-24,261852,Warriors vs Jazz,134.0,117.0,Warriors -13.5,-115,3,win,2.608695652173913
5,v2,2025-11-24,261850,Suns vs Rockets,92.0,114.0,Rockets -6.5,-110,2,win,1.818181818181818
5,v2_perp,2025-11-24,261850,Suns vs Rockets,92.0,114.0,Rockets -6.5,-110,2,win,1.818181818181818
9,v2_perp,2025-11-24,261852,Warriors vs Jazz,134.0,117.0,Warriors -13.5,-115,1,win,0.8695652173913043
4,gemini,2025-11-24,261850,Suns vs Rockets,92.0,114.0,Under 224.5,-115,3,win,2.608695652173913
8,gemini,2025-11-24,261850,Suns vs Rockets,92.0,114.0,Suns +6.5,-110,1,loss,-1.0
10,gemini,2025-11-24,261852,Warriors vs Jazz,134.0,117.0,Warriors -13.5,-110,1,win,0.9090909090909092
7,v2,2025-11-24,261851,Kings vs Timberwolves,117.0,112.0,Timberwolves -9.5,-115,2,loss,-2.0
10,v2_perp,2025-11-24,261851,Kings vs Timberwolves,117.0,112.0,Timberwolves -9.5,-115,1,loss,-1.0
9,gemini,2025-11-24,261851,Kings vs Timberwolves,117.0,112.0,Timberwolves -9.5,-115,1,loss,-1.0
1,v2,2025-11-25,261588,Wizards vs Hawks,132.0,113.0,Hawks -10.5,-115,3,loss,-3.0
7,v2_perp,2025-11-25,261588,Wizards vs Hawks,132.0,113.0,Hawks -10.5,-115,1,loss,-1.0
6,v2,2025-11-25,261589,76ers vs Magic,103.0,144.0,Magic -4.5,-105,2,win,1.9047619047619049
8,gemini,2025-11-25,261589,76ers vs Magic,103.0,144.0,Magic -4.5,-105,1,win,0.9523809523809523
