rank,game_id,match,pick,odds,units,confidence_pct,reason,predicted_score,bet_home_spread,bet_home_ml,bet_away_spread,bet_away_ml,bet_over,bet_under,home_money_line,away_money_line,tie_money_line,total_score,over_odds,under_odds,home_spread,home_spread_odds,away_spread,away_spread_odds,model,start_time,start_time_pt,timestamp,date
4,261803,76ers vs Clippers,76ers -5.5,-112,2,85,Home favorite in -4.5 to -6 band; Clippers early trend weak; Sixers stable.,118-110,1,0,0,0,0,0,-214,180,,220.5,-111,-110,-5.5,-112,5.5,-109,perplexity,2025-11-18T00:00:00.000Z,2025-11-17 16:00:00-08:00,2025-11-17 14:55:33.937966+00:00,2025-11-17
5,261801,Cavaliers vs Bucks,Cavaliers -5.5,-115,2,84,Home favorite band; Cavs home form vs Bucks’ uneven margins; pay slight tax.,121-114,1,0,0,0,0,0,-260,207,,235.5,-105,-110,-5.5,-115,5.5,-105,perplexity,2025-11-18T00:00:00.000Z,2025-11-17 16:00:00-08:00,2025-11-17 14:55:33.937966+00:00,2025-11-17
6,261804,Heat vs Knicks,Heat -1.5,-110,1,79,Small home favorite coin-flip; Heat home edge; tight number offers modest value.,121-118,1,0,0,0,0,0,-120,-100,,244.5,-110,-110,-1.5,-110,1.5,-110,perplexity,2025-11-18T00:30:00.000Z,2025-11-17 16:30:00-08:00,2025-11-17 14:55:33.937966+00:00,2025-11-17
7,261806,Timberwolves vs Mavericks,Timberwolves -14.5,-105,1,78,Large home favorite at reduced juice; Wolves home strength vs Dallas early skid.,127-110,1,0,0,0,0,0,-900,600,,231.5,-115,-110,-14.5,-105,14.5,-115,perplexity,2025-11-18T01:00:00.000Z,2025-11-17 17:00:00-08:00,2025-11-17 14:55:33.937966+00:00,2025-11-17
8,261807,Pelicans vs Thunder,Thunder -17.5,-110,1,76,Massive road favorite with elite early dominance; low units due to size of spread.,105-124,0,0,1,0,0,0,1000,-1800,,225.5,-110,-110,17.5,-110,-17.5,-110,perplexity,2025-11-18T01:00:00.000Z,2025-11-17 17:00:00-08:00,2025-11-17 14:55:33.937966+00:00,2025-11-17
9,261804,Heat vs Knicks,Under 244.5,-110,1,74,Very high total in a competitive spread game; late-game pace can slow; even vig.,121-118,0,0,0,0,0,1,-120,-100,,244.5,-110,-110,-1.5,-110,1.5,-110,perplexity,2025-11-18T00:30:00.000Z,2025-11-17 16:30:00-08:00,2025-11-17 14:55:33.937966+00:00,2025-11-17
10,261808,Nuggets vs Bulls,Under 241.5,-105,1,70,Elevated total with strong home favorite; blowout scripts often suppress late scoring; reduced juice.,130-112,0,0,0,0,0,1,-850,575,,241.5,-105,-110,-13.5,-110,13.5,-110,perplexity,2025-11-18T02:00:00.000Z,2025-11-17 18:00:00-08:00,2025-11-17 14:55:33.937966+00:00,2025-11-17
1,261810,Nets vs Celtics,Celtics -11.5,-102,3,92,Celtics getting 95% ML tickets and 95% money. Line moved from -10.5 to -11.5 showing sharp buy. Nets terrible. 74% spread tickets 76% money on Celtics. Blowout expected.,122-107,0,0,1,0,0,0,425,-550,,223.5,-105,-115,11.5,-118,-11.5,-102,claude,2025-11-19T00:30:00.000Z,2025-11-18 16:30:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
2,261813,Lakers vs Jazz,Lakers -13.5,-108,3,90,Lakers getting 95% ML tickets and 93% money. Jazz one of worst teams. Line moved from -12.5 to -13.5 suggests sharp confidence. 62% spread tickets 68% money on Lakers.,125-108,1,0,0,0,0,0,-674,495,,238.5,-115,-105,-13.5,-108,13.5,-112,claude,2025-11-19T03:30:00.000Z,2025-11-18 19:30:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
3,261812,Spurs vs Grizzlies,Spurs -5.5,-114,3,91,Spurs getting 93% ML tickets and 95% money at home. Grizzlies on tough road trip. Line holding at -5.5. 72% spread tickets 73% money on Spurs. San Antonio solid at home.,118-110,1,0,0,0,0,0,-227,190,,233.5,-115,-114,-5.5,-114,5.5,-108,claude,2025-11-19T01:00:00.000Z,2025-11-18 17:00:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
4,261809,Magic vs Warriors,Warriors -2.5,-110,2,86,Near pick'em but Warriors getting 86% ML tickets and 86% money. Line moved from +3.5 Magic to -2.5 Warriors - huge movement. 65% spread tickets 62% money on Warriors.,114-111,0,0,1,0,0,0,119,-139,,223.5,-111,-110,2.5,-110,-2.5,-110,claude,2025-11-19T00:00:00.000Z,2025-11-18 16:00:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
5,261811,Hawks vs Pistons,Pistons -2.5,-110,2,84,Line moved dramatically from Hawks -1.5 to Pistons -2.5. Pistons coming off big win. 53% spread tickets 52% money on Pistons suggests sharp agreement with line move.,116-112,0,0,1,0,0,0,114,-135,,228.5,-110,-110,2.5,-110,-2.5,-110,claude,2025-11-19T00:30:00.000Z,2025-11-18 16:30:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
6,261814,Trail Blazers vs Suns,Trail Blazers -2.5,-110,2,83,Trail Blazers getting 55% ML tickets but 49% money split. 42% spread tickets on Blazers but line holding at -2.5. Home court edge for Portland in close game.,119-115,1,0,0,0,0,0,-142,120,,236.5,-110,-110,-2.5,-110,2.5,-110,claude,2025-11-19T04:00:00.000Z,2025-11-18 20:00:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
7,261810,Nets vs Celtics,Over 223.5,-105,2,81,Both teams can score. 89% tickets on over with 88% money. Line moved up from 222.5 to 223.5. Celtics offense elite expect high-scoring blowout.,124-112,0,0,0,0,1,0,425,-550,,223.5,-105,-115,11.5,-118,-11.5,-102,claude,2025-11-19T00:30:00.000Z,2025-11-18 16:30:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
8,261813,Lakers vs Jazz,Over 238.5,-115,1,78,Highest total of night. 87% tickets on over with 88% money. Lakers offense clicking Jazz terrible defensively. Expect shootout in LA.,128-115,0,0,0,0,1,0,-674,495,,238.5,-115,-105,-13.5,-108,13.5,-112,claude,2025-11-19T03:30:00.000Z,2025-11-18 19:30:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
9,261815,Cavaliers vs Rockets,Cavaliers -2.5,-105,1,76,Near pick'em with Cavs slight favorites. Low betting activity but line holding. Cavs undefeated at home quality matchup. Early data but Cavs home edge expected.,117-114,1,0,0,0,0,0,-135,114,,231.5,-110,-110,-2.5,-105,2.5,-115,claude,2025-11-20T00:00:00.000Z,2025-11-19 16:00:00-08:00,2025-11-18 19:00:00+00:00,2025-11-19
10,261812,Spurs vs Grizzlies,Over 233.5,-115,1,75,Both teams play uptempo. 88% tickets on over with 89% money. Grizzlies fast pace Spurs can score. Expect high-scoring game in San Antonio.,121-118,0,0,0,0,1,0,-227,190,,233.5,-115,-114,-5.5,-114,5.5,-108,claude,2025-11-19T01:00:00.000Z,2025-11-18 17:00:00-08:00,2025-11-18 19:00:00+00:00,2025-11-18
1,261813,Lakers vs Jazz,Lakers -13.5,-108,3,91,Large home favorite at better-than-standard juice; Jazz margins weak; Lakers’ home form supports cover.,126-108,1,0,0,0,0,0,-674,495,,238.5,-115,-105,-13.5,-108,13.5,-112,perplexity,2025-11-19T03:30:00.000Z,2025-11-18 19:30:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
2,261812,Spurs vs Grizzlies,Spurs -5.5,-114,2,88,Medium home favorite; Spurs positive MOV vs Memphis negative/ATS weakness.,121-112,1,0,0,0,0,0,-227,190,,233.5,-115,-114,-5.5,-114,5.5,-108,perplexity,2025-11-19T01:00:00.000Z,2025-11-18 17:00:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
3,261810,Nets vs Celtics,Celtics -11.5,-102,2,86,Double-digit road favorite at reduced juice; Boston rating edge vs Brooklyn.,104-118,0,0,1,0,0,0,425,-550,,223.5,-105,-115,10.5,-118,-11.5,-102,perplexity,2025-11-19T00:30:00.000Z,2025-11-18 16:30:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
4,261814,Trail Blazers vs Suns,Trail Blazers -2.5,-110,2,85,Short home favorite; market steady at -2.5; Portland home angle favorable.,121-117,1,0,0,0,0,0,-142,120,,236.5,-110,-110,-2.5,-110,2.5,-110,perplexity,2025-11-19T04:00:00.000Z,2025-11-18 20:00:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
5,261809,Magic vs Warriors,Warriors -2.5,-110,2,84,Away favorite -2.5; Golden State matchup edges for narrow road cover.,112-116,0,0,1,0,0,0,119,-139,,223.5,-111,-110,2.5,-110,-2.5,-110,perplexity,2025-11-19T00:00:00.000Z,2025-11-18 16:00:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
6,261811,Hawks vs Pistons,Pistons -2.5,-110,1,79,Detroit early form/ATS +/- strong; market now shows DET -2.5.,114-118,0,0,1,0,0,0,114,-135,,228.5,-110,-110,2.5,-110,-2.5,-110,perplexity,2025-11-19T00:30:00.000Z,2025-11-18 16:30:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
7,261814,Trail Blazers vs Suns,Over 236.5,-110,1,78,Pace/space profiles for both; Over playable at even vig.,121-117,0,0,0,0,1,0,-142,120,,236.5,-110,-110,-2.5,-110,2.5,-110,perplexity,2025-11-19T04:00:00.000Z,2025-11-18 20:00:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
8,261810,Nets vs Celtics,Under 223.5,-115,1,76,Blowout script risk caps late scoring; Boston defense/tempo supports Under.,104-118,0,0,0,0,0,1,425,-550,,223.5,-105,-115,10.5,-118,-11.5,-102,perplexity,2025-11-19T00:30:00.000Z,2025-11-18 16:30:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
9,261809,Magic vs Warriors,Under 223.5,-111,1,74,Late half-court tendencies; market shading Away side; Under lean viable.,112-116,0,0,0,0,0,1,119,-139,,223.5,-111,-110,2.5,-110,-2.5,-110,perplexity,2025-11-19T00:00:00.000Z,2025-11-18 16:00:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
10,261811,Hawks vs Pistons,Under 228.5,-110,1,72,Detroit defensive improvement and travel dynamics push modest Under.,114-118,0,0,0,0,0,1,114,-135,,228.5,-110,-110,2.5,-110,-2.5,-110,perplexity,2025-11-19T00:30:00.000Z,2025-11-18 16:30:00-08:00,2025-11-18 23:54:00+00:00,2025-11-18
1,261802,Pistons vs Pacers,Pistons -11.5,-105,3,90,Fits the strongest historical trend: heavy home favorites (-8.5+) cover at a high rate. The reduced juice at -105 provides excellent value.,124-106,1,0,0,0,0,0,-550,410,,232.5,-115,-109,-11.5,-105,11.5,-115,gemini,2025-11-18T00:00:00.000Z,2025-11-17 16:00:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
2,261808,Nuggets vs Bulls,Nuggets -13.5,-110,2,88,Aligns with the profitable pattern of large home favorites covering. This has been a consistent winner in the historical data.,128-110,1,0,0,0,0,0,-850,575,,241.5,-105,-110,-13.5,-110,13.5,-110,gemini,2025-11-18T02:00:00.000Z,2025-11-17 18:00:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
3,261806,Timberwolves vs Mavericks,Timberwolves -14.5,-105,2,87,"Prime example of the ""heavy home favorite"" strategy. A massive spread at reduced -105 juice is a strong signal based on past results.",127-110,1,0,0,0,0,0,-900,600,,231.5,-115,-110,-14.5,-105,14.5,-115,gemini,2025-11-18T01:00:00.000Z,2025-11-17 17:00:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
4,261805,Raptors vs Hornets,Raptors -8.5,-105,2,86,A mid-large home favorite at advantageous -105 odds. This spread band (-8.5) has been profitable in the provided history.,125-112,1,0,0,0,0,0,-355,280,,239.5,-112,-110,-8.5,-105,8.5,-115,gemini,2025-11-18T00:30:00.000Z,2025-11-17 16:30:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
5,261803,76ers vs Clippers,76ers -5.5,-112,2,85,"The historical data shows that mid-range home favorites (-5.5) have been a reliable bet, including a previous 76ers win on this exact line.",118-110,1,0,0,0,0,0,-214,180,,220.5,-111,-110,-5.5,-112,5.5,-109,gemini,2025-11-18T00:00:00.000Z,2025-11-17 16:00:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
6,261801,Cavaliers vs Bucks,Cavaliers -5.5,-115,2,84,"Follows the same profitable trend of backing stable, mid-range home favorites, which have consistently outperformed the spread.",121-114,1,0,0,0,0,0,-260,207,,235.5,-105,-110,-5.5,-115,5.5,-105,gemini,2025-11-18T00:00:00.000Z,2025-11-17 16:00:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
7,261807,Pelicans vs Thunder,Pelicans +17.5,-110,2,82,Fits two key trends: 1) Large home underdogs cover at a high rate. 2) Road favorites (even strong ones) have historically underperformed.,108-124,1,0,0,0,0,0,1000,-1800,,225.5,-110,-110,17.5,-110,-17.5,-110,gemini,2025-11-18T01:00:00.000Z,2025-11-17 17:00:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
8,261804,Heat vs Knicks,Under 244.5,-110,1,79,This is an exceptionally high total. The historical data shows that totals above 235+ have tended to disappoint and stay Under.,121-118,0,0,0,0,0,1,-120,-100,,244.5,-110,-110,-1.5,-110,1.5,-110,gemini,2025-11-18T00:30:00.000Z,2025-11-17 16:30:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
9,261808,Nuggets vs Bulls,Under 241.5,-110,1,70,"Another very high total. This fits the ""Under on high totals"" trend, supported by the large spread, which can lead to a non-competitive 4th quarter.",128-110,0,0,0,0,0,1,-850,575,,241.5,-105,-110,-13.5,-110,13.5,-110,gemini,2025-11-18T02:00:00.000Z,2025-11-17 18:00:00-08:00,2025-11-17 23:21:57+00:00,2025-11-17
1,261819,Thunder vs Kings,Thunder -18.5,-110,3,93,Thunder getting 95% ML tickets and 95% money. Extreme consensus. Kings terrible on road. Line moved showing sharp confidence. 66% spread tickets 57% money on Thunder. Blowout expected.,130-106,1,0,0,0,0,0,-1981,1100,,231.5,-115,-111,-18.5,-110,18.5,-110,claude,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
2,261821,Timberwolves vs Wizards,Timberwolves -16.5,-115,3,92,T-Wolves getting 95% ML tickets and 96% money. Wizards worst team in league. 76% spread tickets and 77% money on T-Wolves. Should be massacre at home.,125-104,1,0,0,0,0,0,-1398,850,,239.5,-110,-110,-16.5,-115,16.5,-105,claude,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
3,261820,Pelicans vs Nuggets,Nuggets -13.5,-115,3,90,Nuggets getting 96% ML tickets and 97% money. Pelicans decimated by injuries. Line holding at -13.5. 86% spread tickets and 85% money on Nuggets. Jokic dominance.,124-107,0,0,1,0,0,0,600,-950,,233.5,-114,-108,13.5,-105,-13.5,-115,claude,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
4,261817,Heat vs Warriors,Heat -10.5,-110,2,86,Line moved dramatically from Warriors favored to Heat -10.5. Heat getting 76% ML tickets and 70% money. Warriors injuries. Line movement shows sharp money on Heat.,117-103,1,0,0,0,0,0,-415,320,,233.5,-110,-110,-10.5,-110,10.5,-110,claude,2025-11-20T00:30:00.000Z,2025-11-19 16:30:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
5,261822,Mavericks vs Knicks,Knicks -7.5,-110,2,84,Knicks getting 92% ML tickets and 94% money as road favorites. Mavericks without Luka. Line moved from -4.5 to -7.5 showing extreme sharp buy. 76% spread tickets 73% money on Knicks.,118-108,0,0,1,0,0,0,242,-304,,230.5,-115,-109,7.5,-110,-7.5,-110,claude,2025-11-20T02:30:00.000Z,2025-11-19 18:30:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
6,261823,Trail Blazers vs Bulls,Bulls -4.5,-110,2,83,Line moved from Trail Blazers -1.5 to Bulls -4.5 - major shift. Bulls getting 81% ML tickets and 90% money. Sharp money on Bulls despite public on Trail Blazers.,122-115,0,0,1,0,0,0,147,-175,,242.5,-111,-110,4.5,-110,-4.5,-110,claude,2025-11-20T03:00:00.000Z,2025-11-19 19:00:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
7,261818,76ers vs Raptors,Raptors -2.5,-105,2,81,Near pick'em but line moved to Raptors -2.5. Raptors getting 62% ML tickets and 70% money. 58% spread tickets and 60% money on Raptors. Home court edge for Toronto.,116-112,0,0,1,0,0,0,114,-135,,233.5,-114,-110,2.5,-115,-2.5,-105,claude,2025-11-20T00:00:00.000Z,2025-11-19 16:00:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
8,261816,Pacers vs Hornets,Hornets -1.5,-115,2,80,Near pick'em with line moving to Hornets -1.5. Hornets getting 63% ML tickets and 67% money. 66% spread tickets and 67% money on Hornets. Close game expected.,118-116,0,0,1,0,0,0,105,-125,,238.5,-105,-112,1.5,-105,-1.5,-115,claude,2025-11-20T00:00:00.000Z,2025-11-19 16:00:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
9,261819,Thunder vs Kings,Over 231.5,-115,1,78,Both teams can score. 90% tickets on over with 88% money. Thunder offense elite should be high-scoring blowout in OKC.,130-110,0,0,0,0,1,0,-1981,1100,,231.5,-115,-111,-18.5,-110,18.5,-110,claude,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
10,261820,Pelicans vs Nuggets,Over 233.5,-114,1,76,High total with 85% tickets on over and 85% money. Nuggets offense with Jokic elite. Pelicans weak defensively. Expect shootout.,126-114,0,0,0,0,1,0,600,-950,,233.5,-114,-108,13.5,-105,-13.5,-115,claude,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 19:00:00+00:00,2025-11-19
1,261819,Thunder vs Kings,Thunder -18.5,-110,3,92,Elite home juggernaut covering big bands; market at -18.5 with standard vig.,132-108,1,0,0,0,0,0,-1981,1100,,231.5,-115,-111,-18.5,-110,18.5,-110,perplexity,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 23:38:00+00:00,2025-11-19
2,261821,Timberwolves vs Wizards,Timberwolves -16.5,-115,2,89,Large home favorite vs bottom-tier; Wolves’ home margins back -16.5 at listed price.,128-108,1,0,0,0,0,0,-1398,850,,239.5,-110,-110,-16.5,-115,16.5,-105,perplexity,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 23:38:00+00:00,2025-11-19
3,261820,Pelicans vs Nuggets,Nuggets -13.5,-115,2,87,Denver’s elite profile supports road blowout; exact -13.5/-115 in _last.,117-132,0,0,1,0,0,0,600,-950,,233.5,-114,-108,13.5,-105,-13.5,-115,perplexity,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 23:38:00+00:00,2025-11-19
4,261817,Heat vs Warriors,Heat -10.5,-110,2,85,Steam to -10.5; Miami home strength and matchup justify laying it.,122-109,1,0,0,0,0,0,-415,320,,233.5,-110,-110,-10.5,-110,10.5,-110,perplexity,2025-11-20T00:30:00.000Z,2025-11-19 16:30:00-08:00,2025-11-19 23:38:00+00:00,2025-11-19
5,261822,Mavericks vs Knicks,Knicks -7.5,-110,2,84,Road favorite -7.5 with rating edge; sustainable path to two-possession win.,114-122,0,0,1,0,0,0,242,-304,,230.5,-115,-109,7.5,-110,-7.5,-110,perplexity,2025-11-20T02:30:00.000Z,2025-11-19 18:30:00-08:00,2025-11-19 23:38:00+00:00,2025-11-19
6,261815,Cavaliers vs Rockets,Rockets -1.5,-112,1,79,Market flipped to Houston favored; current form supports narrow road cover.,115-118,0,0,1,0,0,0,105,-125,,233.5,-115,-109,1.5,-108,-1.5,-112,perplexity,2025-11-20T00:00:00.000Z,2025-11-19 16:00:00-08:00,2025-11-19 23:38:00+00:00,2025-11-19
7,261816,Pacers vs Hornets,Hornets -1.5,-115,1,78,Small road fave; guard edge vs Pacers at current juice.,118-120,0,0,1,0,0,0,-115,-125,,238.5,-105,-112,1.5,-105,-1.5,-115,perplexity,2025-11-20T00:00:00.000Z,2025-11-19 16:00:00-08:00,2025-11-19 23:38:00+00:00,2025-11-19
8,261823,Trail Blazers vs Bulls,Bulls -4.5,-110,1,76,Chicago road fave -4.5; matchup edge suggests late cover.,113-119,0,0,1,0,0,0,147,-175,,242.5,-111,-110,4.5,-110,-4.5,-110,perplexity,2025-11-20T03:00:00.000Z,2025-11-19 19:00:00-08:00,2025-11-19 23:38:00+00:00,2025-11-19
9,261810,Nets vs Celtics,Celtics -11.5,-102,1,75,Double-digit road favorite at reduced juice; defensive depth drives margin.,99-113,0,0,1,0,0,0,425,-550,,223.5,-105,-115,10.5,-118,-11.5,-102,perplexity,2025-11-19T00:30:00.000Z,2025-11-18 16:30:00-08:00,2025-11-19 23:38:00+00:00,2025-11-18
10,261809,Magic vs Warriors,Over 223.5,-111,1,72,Warriors among top Over teams; 223.5 sits below their scoring median band.,121-113,0,0,0,0,1,0,119,-139,,223.5,-111,-110,2.5,-110,-2.5,-110,perplexity,2025-11-19T00:00:00.000Z,2025-11-18 16:00:00-08:00,2025-11-19 23:38:00+00:00,2025-11-18
1,261821,Timberwolves vs Wizards,Timberwolves -16.5,-115,3,94,"The Wolves just covered a -14.5 spread with ease (120-96). They face a weak Wizards team at home. The ""Heavy Home Favorite"" trend is the strongest signal in the dataset.",128-105,1,0,0,0,0,0,-1398,850,,239.5,-110,-110,-16.5,-115,16.5,-105,gemini,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
2,261817,Heat vs Warriors,Heat -10.5,-110,3,92,"Fits the profitable ""Home Favorite > -10"" profile. The Heat at home laying double digits suggests a significant mismatch identified by the books, similar to the successful Pistons pick.",122-108,1,0,0,0,0,0,-415,320,,233.5,-110,-110,-10.5,-110,10.5,-110,gemini,2025-11-20T00:30:00.000Z,2025-11-19 16:30:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
3,261820,Pelicans vs Nuggets,Pelicans +13.5,-115,2,88,The Nuggets just lost outright as -13.5 favorites. The Pelicans covered +17.5 recently. Backing large home dogs against road favorites prone to underperforming is a high-value spot.,112-118,1,0,0,0,0,0,600,-950,,233.5,-114,-108,13.5,-115,-13.5,-105,gemini,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
4,261819,Thunder vs Kings,Thunder -18.5,-110,2,86,"A massive number, but Thunder are an elite home team. While the Nuggets loss is a caution, the Wolves' dominance suggests elite teams can cover huge spreads against inferior competition.",130-105,1,0,0,0,0,0,-1981,1100,,231.5,-115,-111,-18.5,-110,18.5,-110,gemini,2025-11-20T01:00:00.000Z,2025-11-19 17:00:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
5,261818,76ers vs Raptors,76ers +2.5,-115,2,84,"The Raptors failed to cover -8.5 recently. The 76ers catching points at home offers value, flipping the script from when they struggled as favorites.",118-116,1,0,0,0,0,0,114,-135,,233.5,-114,-110,2.5,-115,-2.5,-105,gemini,2025-11-20T00:00:00.000Z,2025-11-19 16:00:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
6,261815,Cavaliers vs Rockets,Cavaliers +1.5,-108,2,82,"Home underdog in a near pick'em. In a tight spread scenario, home court advantage is often the deciding factor.",115-113,1,0,0,0,0,0,105,-125,,233.5,-115,-109,1.5,-108,-1.5,-112,gemini,2025-11-20T00:00:00.000Z,2025-11-19 16:00:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
7,261823,Trail Blazers vs Bulls,Trail Blazers +4.5,-110,1,78,"Home dog value. The Bulls are favored on the road, but the Blazers getting >1 possession at home aligns with the ""fade road favorites"" approach.",120-122,1,0,0,0,0,0,147,-175,,242.5,-111,-110,4.5,-110,-4.5,-110,gemini,2025-11-20T03:00:00.000Z,2025-11-19 19:00:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
8,261823,Trail Blazers vs Bulls,Under 242.5,-110,1,77,"High totals (>240) have split results, but fading extreme offensive expectations is generally safer. 242.5 is a very high bar to clear.",118-115,0,0,0,0,0,1,147,-175,,242.5,-111,-110,4.5,-110,-4.5,-110,gemini,2025-11-20T03:00:00.000Z,2025-11-19 19:00:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
9,261816,Pacers vs Hornets,Pacers +1.5,-105,1,75,"Another short home underdog. The Hornets are favored on the road, creating a spot to back the home team at near even money.",116-114,1,0,0,0,0,0,105,-125,,238.5,-105,-112,1.5,-105,-1.5,-115,gemini,2025-11-20T00:00:00.000Z,2025-11-19 16:00:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
10,261822,Mavericks vs Knicks,Mavericks +7.5,-110,1,72,"A solid home underdog number. The Knicks are road favorites, but giving 7.5 points on the road is a tall task.",110-114,1,0,0,0,0,0,242,-304,,230.5,-115,-109,7.5,-110,-7.5,-110,gemini,2025-11-20T02:30:00.000Z,2025-11-19 18:30:00-08:00,2025-11-19 15:38:00+00:00,2025-11-19
1,261579,Cavaliers vs Pacers,Pacers +13.5,-110,3,88,Cavaliers undefeated but Pacers competitive team getting huge points. Historical data shows dogs +12.5+ have value. Line too high.,122-115,0,0,1,0,0,0,-874,575,,237.5,-110,-110,-13.5,-110,13.5,-110,claude,2025-11-22T00:00:00.000Z,2025-11-21 16:00:00-08:00,2025-11-21 00:00:00+00:00,2025-11-21
2,261587,Warriors vs Trail Blazers,Warriors -6.5,-110,3,86,Warriors at home in sweet spot spread range. Blazers struggling. Strong home court advantage.,118-108,1,0,0,0,0,0,-245,197,,236.5,-114,-110,-6.5,-110,6.5,-110,claude,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-21 00:00:00+00:00,2025-11-21
3,261580,Raptors vs Wizards,Raptors -13.5,-115,3,84,Wizards worst team in league. Raptors bounce-back spot at home. Line justified against tanking team.,125-108,1,0,0,0,0,0,-774,560,,239.5,-110,-111,-13.5,-115,13.5,-105,claude,2025-11-22T00:30:00.000Z,2025-11-21 16:30:00-08:00,2025-11-21 00:00:00+00:00,2025-11-21
4,261585,Rockets vs Nuggets,Rockets -2.0,-108,2,82,Rockets strong at home small favorite in competitive matchup. Good value in pick'em range.,116-112,1,0,0,0,0,0,-130,110,,233.5,-115,-110,-2.0,-108,2.0,-112,claude,2025-11-22T02:30:00.000Z,2025-11-21 18:30:00-08:00,2025-11-21 00:00:00+00:00,2025-11-21
5,261826,Bucks vs 76ers,76ers -1.5,-114,2,81,76ers getting healthy Bucks inconsistent. Road favorite with value in close spread.,117-115,0,0,1,0,0,0,105,-125,,223.5,-110,-110,1.5,-109,-1.5,-114,claude,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-21 00:00:00+00:00,2025-11-20
6,261827,Spurs vs Hawks,Spurs -1.5,-105,2,79,Spurs at home in tight matchup. Pick'em essentially home court edge.,118-116,1,0,0,0,0,0,-111,-107,,233.5,-110,-110,-1.5,-105,1.5,-115,claude,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-21 00:00:00+00:00,2025-11-20
7,261586,Jazz vs Thunder,Jazz +16.5,-110,2,78,Historical data shows Thunder haven't covered these massive spreads lately. Jazz gets huge cushion at home.,121-130,1,0,0,0,0,0,874,-1475,,233.5,-110,-110,16.5,-110,-16.5,-110,claude,2025-11-22T03:00:00.000Z,2025-11-21 19:00:00-08:00,2025-11-21 00:00:00+00:00,2025-11-21
8,261825,Grizzlies vs Kings,Grizzlies -3.5,-108,2,76,Grizzlies strong at home Kings inconsistent on road. Good spot for home favorite.,119-113,1,0,0,0,0,0,-155,130,,234.5,-110,-110,-3.5,-108,3.5,-112,claude,2025-11-21T01:00:00.000Z,2025-11-20 17:00:00-08:00,2025-11-21 00:00:00+00:00,2025-11-20
